Bordeaux,168,1,123.45678,123.45678,4,3,3,1,2012,,3,,Ch. Moulinat,1,0.99
Riserva Dosaggio Zero,21,1,123.45678,123.45678,3,3,4,4,2004,,3,8000,Villa Crespia Franciacorta,1,0.99
完熟ぶどうのおいしいワイン,233,1,123.45678,123.45678,1,3,1,1,2014,,3,999,メルシャン,1,0.99
Soave,21,1,123.45678,123.45678,2,3,4,2,2013,,3,999,Poggio al Sale,1,0.99
完熟ぶどうのおいしいワイン ブラン,233,1,123.45678,123.45678,1,3,1,2,2014,,3,999,メルシャン,1,0.99
Brut,21,1,123.45678,123.45678,3,3,3,4,,,3,1250,Martini,1,0.99
Sauvignon Blanc,38,1,123.45678,123.45678,2,3,2,2,2013,,4,999,McGuigan Estate,1,0.99
Merlot,38,1,123.45678,123.45678,3,3,3,1,2013,,4,999,McGuigan Estate,1,0.99
Sauvignon Blanc,140,1,123.45678,123.45678,2,3,4,2,2013,,3,1250,kapuka,1,0.99
Madonna della scoperta,21,1,123.45678,123.45678,3,3,4,2,2009,,4,6000,Perla del Garda,1,0.99
Ombrone Sant' Antimo,21,1,123.45678,123.45678,4,3,3,1,2010,,3,8000,Cupano,1,0.99
Cabernet Sauvignon Reserva,89,1,123.45678,123.45678,2,3,4,1,2011,,2,1250,J. Joostenberg,1,0.99
Malbec,10,1,123.45678,123.45678,4,3,2,1,2013,,3,999,Altosur,1,0.99
Chardonney,10,1,123.45678,123.45678,2,3,2,2,2013,,2,999,Altosur,1,0.99
Malbec,10,1,123.45678,123.45678,3,3,2,1,2013,,3,999,Santa Ana,1,0.99
Tempranillo Crianza,120,1,123.45678,123.45678,5,3,1,1,,,3,1750,Gladium,1,0.99
Neo Vivir Vivir,120,1,123.45678,123.45678,3,3,4,1,,,3,1250,Bodegas Conde,1,0.99
Schioppettino,21,1,123.45678,123.45678,5,3,4,1,200167,,4,6000,Moschioni Colli Orientali del Friuli,1,0.99
Donpa Aglianico del Vulture,21,1,123.45678,123.45678,4,3,4,1,2009,,3,1250,Regio Cantina,1,0.99
Mia Tinto,120,1,123.45678,123.45678,3,3,2,1,2012,,2,1250,Freixenet,1,0.99
Pink Moscato,38,1,123.45678,123.45678,2,3,2,3,,,3,999,Yellow Tail,1,0.99
Carmenere,121,1,123.45678,123.45678,4,3,2,1,2012,,2,1250,Root: 1,1,0.99
Kozana,146,1,123.45678,123.45678,4,3,3,2,2009,,4,8000,Edi Simcic,1,0.99
Cabernet Sauvignon,153,1,123.45678,123.45678,3,3,3,1,,,4,1250,Carlo Rossi,1,0.99
Syrah,120,1,123.45678,123.45678,3,3,3,1,2011,,3,1250,Penascal Estate,1,0.99
Sauvignon Blanc,120,1,123.45678,123.45678,3,3,3,2,2011,,3,1250,Penascal Estate,1,0.99
California Chardonnay,153,1,123.45678,123.45678,2,3,3,2,,,3,1250,Carlo Rossi,1,0.99
Vaucluse,168,1,123.45678,123.45678,3,3,3,1,,,2,999,Cuvee des Lanciers,1,0.99
Cotes da Gascogne,168,1,123.45678,123.45678,2,3,4,2,,,2,999,Cuvee des Lanciers,1,0.99
Pinot Noir,121,1,123.45678,123.45678,3,3,3,1,2011,,3,1250,Llai Llai,1,0.99
Bolgheri Superiore,21,1,123.45678,123.45678,3,3,3,1,2009,,3,20000,I Luoghi Campo al Fico,1,0.99
酸化防止剤無添加 おいしい赤ワイン まろやかテイスト,233,1,123.45678,123.45678,2,3,2,1,2014,,2,999,メルシャン,1,0.99
酸化防止剤無添加 おいしい白ワイン すっきり,233,1,123.45678,123.45678,3,3,1,2,2014,,2,999,メルシャン,1,0.99
Carmenere Reserva,121,1,123.45678,123.45678,4,3,2,1,2012,,3,1250,Explorer,1,0.99
Chapeau Bleu Rouge,168,1,123.45678,123.45678,2,3,4,1,,,3,999,Aujoux,1,0.99
Yosemite Road Cabernet Sauvignon,153,1,123.45678,123.45678,2,3,2,1,,,3,999,Seven Eleven,1,0.99
Yosemite Road Chardonnay,153,1,123.45678,123.45678,2,3,5,2,,,2,999,Seven Eleven,1,0.99
Premium,168,1,123.45678,123.45678,3,3,3,1,2011,,2,1250,Beau Rivage,1,0.99
Vinga da Solagna,21,1,123.45678,123.45678,3,3,3,1,2006,,3,6000,Lucesole,1,0.99
Brut Rose,168,1,123.45678,123.45678,2,3,2,4,,,3,4000,Paul Goerg,1,0.99
Sonoma County Old Vine Zinfandel,153,1,123.45678,123.45678,4,3,2,1,2010,,3,,Ravenswood,1,0.99
Angelo Moscato Spumante,21,1,123.45678,123.45678,2,3,2,4,,,3,999,Perlino,1,0.99
Corralillo Chardonnay,121,1,123.45678,123.45678,2,3,2,2,2012,,3,999,Matetic Vineyards,1,0.99
Corralillo Syrah,121,1,123.45678,123.45678,4,3,3,1,2011,,4,999,Matetic Vineyards,1,0.99
Vinho Verde,49,1,123.45678,123.45678,2,3,2,4,,,3,999,Gatao,1,0.99
White Chardonnay,168,1,123.45678,123.45678,3,3,4,2,2011,,3,999,Bree,1,0.99
Red Merlot,168,1,123.45678,123.45678,2,3,2,1,2011,,3,999,Bree,1,0.99
Beaujolais Villages Nouveau Vieilles Vignes,168,1,123.45678,123.45678,2,3,3,1,2013,,2,1250,Charles Drapier,1,0.99
Winemakers Collection Chardonnay,89,1,123.45678,123.45678,2,3,1,2,2012,,3,999,Drostdy Hof,1,0.99
Maipe Torrontes,10,1,123.45678,123.45678,2,3,4,2,,,3,999,Chakana,1,0.99
Sauvignon Blanc,121,1,123.45678,123.45678,1,3,4,2,,,3,999,Alegremente,1,0.99
Scpio,21,1,123.45678,123.45678,3,3,3,1,200167,,4,20000,Tenuta dei Sete Cieli,1,0.99
Cabernet Sauvignon,121,1,123.45678,123.45678,2,3,2,1,,,3,999,Alegremente,1,0.99
Rouge,168,1,123.45678,123.45678,4,3,2,1,2009,,3,,Ch. Moulin de Bernat,1,0.99
La Escondida Malbec,10,1,123.45678,123.45678,3,3,2,1,2012,,2,999,Finca,1,0.99
Bollicine Brut Rose,21,1,123.45678,123.45678,3,3,3,4,,,3,1250,Perlino,1,0.99
Kakovostno Anfora,146,1,123.45678,123.45678,3,3,3,2,2006,,5,20000,Kabaj,1,0.99
Nero d'Avola Syrah,21,1,123.45678,123.45678,4,3,4,1,2011,,2,999,Feudo Zirtari,1,0.99
Cabernet Sauvignon delle Venezie,21,1,123.45678,123.45678,3,3,3,1,2010,,2,999,oneglass wine,1,0.99
