1,5
3,19
4,25
7,9
7,20
9,4
10,10
11,12
14,20
16,22
16,25
17,7
18,12
19,16
21,9
22,23
25,23
25,26
26,9
28,12
29,11
29,20
29,21
33,3
36,22
37,1
37,19
38,4
40,6
44,23
46,3
47,16
48,26
58,16
58,19
62,1
64,11
65,16
67,2
67,23
70,1
71,10
71,24
72,2
73,4
75,2
78,16
79,2
80,15
83,1
83,8
84,5
84,12
85,22
87,22
88,21
91,16
97,18
100,17
107,16
108,20
110,15
113,6
116,11
120,1
121,21
123,10
126,11
127,18
128,17
129,11
129,20
130,24
131,4
131,14
134,7
136,8
137,10
137,12
139,11
139,22
142,15
144,1
144,25
147,9
148,18
151,19
151,23
153,18
155,9
156,26
158,8
158,10
159,22
160,25
163,21
164,15
165,5
170,13
173,8
176,22
179,10
179,15
179,17
180,10
180,11
181,18
182,1
182,25
184,4
186,1
190,6
194,23
195,9
196,14
196,17
199,1
199,9
202,1
203,5
205,13
210,19
215,23
217,14
219,6
220,7
222,4
223,2
225,17
225,20
226,2
226,5
227,7
230,16
233,6
236,15
238,16
239,3
239,6
242,1
243,10
244,20
248,21
249,1
250,11
250,12
260,22
262,12
267,17
270,19
271,1
271,18
273,13
276,6
277,10
277,16
282,21
284,13
286,1
289,5
289,16
289,17
293,15
294,26
295,25
296,1
296,7
299,7
299,26
305,24
309,7
309,13
309,22
316,20
318,5
319,10
320,1
329,12
330,23
331,7
331,21
332,24
333,16
334,10
337,1
337,13
337,20
338,9
339,1
339,7
342,1
343,19
347,9
349,3
350,6
352,7
356,12
357,9
359,3
359,14
360,8
361,12
365,1
366,18
366,20
372,13
378,6
378,26
380,20
384,18
387,23
392,9
394,19
394,23
394,26
395,22
396,17
397,17
398,24
402,13
402,21
403,15
404,17
406,10
409,20
410,7
410,19
414,26
415,20
419,25
420,14
424,3
424,13
427,3
431,8
432,4
434,6
436,1
438,14
439,1
443,2
452,6
456,14
457,14
457,21
457,23
458,16
459,23
462,3
462,4
467,25
470,26
472,14
473,2
475,1
477,23
479,13
481,22
481,26
483,2
484,1
485,11
490,1
491,21
491,26
493,8
493,10
494,24
495,9
496,16
504,6
505,21
512,25
514,9
515,24
516,11
516,14
517,22
519,6
523,19
524,5
524,18
527,1
529,18
531,2
532,21
537,6
540,2
541,17
547,1
548,15
550,8
552,21
555,24
556,9
556,12
560,25
561,5
561,24
563,23
564,12
565,12
567,15
569,1
570,7
570,26
572,8
575,21
575,26
577,3
581,15
585,10
586,7
588,24
593,14
593,20
597,26
606,17
609,26
610,9
612,15
614,3
616,3
616,17
618,18
619,20
620,26
622,11
626,5
626,6
627,24
629,2
633,10
637,15
638,9
639,6
639,9
656,1
656,7
662,4
662,12
664,2
664,18
666,25
668,10
669,5
670,17
671,21
672,25
674,16
677,14
677,25
678,5
679,24
681,20
683,17
687,19
693,11
694,15
695,5
696,22
697,20
698,21
703,10
703,16
706,1
714,7
714,22
717,16
718,16
722,26
726,18
731,25
734,6
734,16
739,22
742,5
743,4
744,21
749,6
749,26
753,2
756,15
762,3
762,17
763,6
766,20
768,18
769,16
773,5
775,12
776,15
777,6
778,17
778,18
783,2
783,5
783,19
784,3
784,6
787,21
788,23
791,4
791,7
791,11
794,12
794,24
795,13
797,3
797,5
798,23
799,4
802,20
805,3
808,3
808,13
809,16
812,13
812,14
813,17
815,19
815,23
819,14
823,25
829,2
829,18
830,18
832,3
839,4
840,11
843,14
844,26
846,26
853,12
854,21
865,7
865,19
867,3
867,11
869,13
870,21
872,20
881,1
881,24
882,9
885,8
891,11
891,21
892,18
892,24
893,13
894,5
894,8
894,18
904,12
905,10
907,1
907,3
909,18
912,11
914,4
914,24
915,22
921,6
922,12
925,12
925,24
926,26
929,26
930,3
930,21
933,6
933,7
938,24
940,17
941,1
942,14
942,16
942,23
944,16
947,10
949,9
950,12
951,5
951,7
951,15
959,22
959,26
960,18
966,7
970,16
975,2
976,1
977,14
978,8
990,6
991,7
991,22
992,7
992,20
993,23
998,12
1000,20
1003,17
1004,5
1004,20
1005,5
1006,9
1008,11
1008,15
1010,14
1012,15
1017,6
1021,23
1022,18
1023,20
1026,21
1026,26
1033,21
1034,14
1041,4
1042,2
1044,7
1046,26
1048,1
1052,18
1058,20
1063,23
1064,15
1065,1
1065,5
1067,13
1068,8
1070,8
1071,24
1073,3
1073,15
1075,3
1076,7
1077,24
1079,22
1083,8
1083,14
1083,18
1088,18
1090,26
1091,7
1091,18
1099,9
1100,8
1100,15
1101,7
1103,17
1104,5
1104,11
1105,2
1106,6
1109,23
1113,3
1114,4
1120,10
1121,26
1122,20
1122,26
1123,15
1126,15
1127,3
1127,8
1127,15
1128,26
1130,22
1136,15
1137,1
1144,26
1146,9
1147,4
1149,19
1150,6
1150,21
1150,26
1152,21
1153,7
1155,26
1157,14
1160,16
1165,12
1166,25
1167,12
1171,2
1171,15
1171,23
1177,18
1179,1
1179,16
1180,22
1186,14
1186,18
1187,7
1187,24
1192,20
1196,4
1196,24
1199,12
1201,17
1203,9
1205,11
1207,1
1214,22
1215,15
1215,21
1220,7
1220,20
1221,1
1221,3
1222,26
1226,13
1227,5
1228,2
1229,13
1230,25
1233,5
1233,11
1236,10
1236,14
1237,21
1239,8
1240,3
1241,20
1243,8
1244,5
1252,23
1255,2
1255,11
1257,7
1261,16
1262,19
1265,6
1268,10
1268,25
1272,21
1274,16
1274,17
1279,11
1283,26
1286,22
1293,13
1294,13
1297,11
1301,22
1305,10
1305,21
1310,22
1312,15
1313,14
1313,16
1318,22
1323,6
1324,18
1325,21
1325,22
1326,20
1326,22
1328,2
1329,16
1334,15
1334,18
1338,10
1351,8
1351,9
1352,25
1353,1
1353,10
1355,18
1363,17
1364,24
1367,14
1367,18
1367,24
1369,14
1371,11
1372,5
1374,17
1374,25
1381,14
1385,26
1387,5
1388,10
1389,18
1395,9
1397,10
1399,5
1399,9
1399,19
1400,21
1402,4
1404,13
1406,13
1406,19
1407,16
1409,1
1411,7
1412,11
1413,26
1414,10
1414,19
1418,22
1420,18
1422,5
1422,22
1426,7
1427,6
1431,15
1433,4
1434,20
1435,18
1439,4
1439,19
1440,4
1442,24
1446,2
1451,21
1452,2
1452,5
1453,14
1456,17
1457,7
1463,9
1463,16
1464,18
1465,13
1466,22
1467,8
1469,6
1474,14
1475,6
1476,24
1477,13
1481,14
1485,14
1487,17
1487,19
1489,1
1497,2
1499,2
1499,22
1500,5
1500,6
1501,23
1502,20
1505,5
1506,7
1507,13
1513,15
1514,9
1514,15
1515,6
1520,21
1522,23
1524,13
1526,6
1526,23
1527,4
1527,12
1530,14
1530,22
1535,11
1537,12
1538,20
1539,6
1541,4
1541,14
1543,4
1544,7
1544,24
1547,9
1549,2
1550,15
1551,9
1553,14
1554,1
1554,19
1557,21
1559,8
1559,26
1562,24
1564,22
1566,18
1567,10
1572,3
1576,15
1577,6
1577,14
1577,17
1581,23
1581,25
1589,4
1590,6
1590,17
1594,16
1597,17
1599,9
1599,10
1602,19
1603,3
1603,20
1606,10
1607,10
1607,21
1608,7
1615,12
1619,12
1623,19
1625,25
1628,8
1630,17
1631,21
1636,19
1637,12
1637,17
1639,6
1640,3
1640,12
1641,16
1642,19
1643,23
1644,21
1645,25
1646,19
1647,9
1649,12
1649,16
1651,20
1651,23
1652,18
1654,24
1655,7
1657,12
1658,4
1660,1
1662,23
1663,12
1667,5
1667,23
1667,24
1669,4
1671,9
1674,10
1674,20
1677,12
1677,15
1684,22
1687,5
1688,19
1688,25
1689,2
1691,20
1695,17
1696,16
1697,12
1700,16
1701,2
1702,9
1705,6
1711,10
1714,12
1716,3
1717,24
1718,18
1719,25
1720,9
1723,26
1724,19
1728,3
1728,10
1729,25
1734,26
1736,6
1738,6
1739,2
1739,25
1741,6
1743,16
1747,25
1748,14
1750,15
1753,6
1758,2
1766,22
1770,5
1771,15
1771,20
1773,6
1773,23
1774,10
1776,20
1777,26
1781,3
1781,5
1783,10
1784,1
1785,11
1790,19
1790,26
1793,8
1799,15
1800,26
1802,7
1806,10
1806,25
1807,2
1810,7
1822,22
1824,6
1824,9
1827,2
1829,26
1833,4
1833,17
1836,20
1839,3
1840,13
1842,24
1843,13
1845,1
1845,5
1847,17
1848,3
1852,1
1871,8
1872,14
1873,22
1877,11
1880,25
1884,13
1884,14
1888,24
1888,25
1892,18
1892,23
1893,3
1894,2
1896,8
1897,17
1898,17
1901,11
1909,6
1910,8
1912,7
1912,26
1913,17
1913,19
1915,23
1919,21
1920,3
1923,20
1929,18
1931,6
1932,1
1933,13
1933,22
1936,20
1937,3
1937,17
1938,1
1938,19
1944,9
1945,9
1945,21
1946,15
1948,11
1948,23
1950,14
1954,7
1956,2
1956,19
1961,10
1961,19
1961,22
1962,8
1963,15
1963,25
1964,25
1964,26
1965,2
1965,24
1966,11
1968,18
1973,20
1981,22
1984,18
1985,13
1991,1
1991,5
1992,2
1994,13
1996,4
2003,23
2013,14
2014,26
2019,19
2021,26
2024,9
2026,2
2027,24
2028,3
2030,8
2032,13
2034,24
2035,2
2037,20
2037,24
2038,13
2039,6
2039,12
2039,17
2039,24
2041,16
2041,19
2042,22
2049,23
2050,19
2051,8
2052,2
2052,13
2053,17
2054,18
2054,19
2056,2
2056,11
2056,16
2056,19
2068,5
2068,18
2078,17
2081,4
2083,13
2084,15
2084,21
2086,3
2086,5
2088,16
2090,12
2092,18
2093,11
2093,13
2093,17
2096,16
2096,18
2097,25
2098,15
2102,20
2105,2
2106,3
2107,7
2109,12
2115,20
2118,1
2118,23
2119,9
2119,24
2120,6
2120,19
2122,26
2125,4
2126,10
2127,20
2128,1
2131,21
2134,26
2143,4
2144,11
2146,18
2147,22
2153,2
2154,1
2155,9
2156,11
2156,15
2158,12
2158,20
2159,5
2159,21
2160,20
2160,21
2164,10
2164,13
2168,20
2170,18
2170,24
2171,2
2172,24
2179,10
2184,2
2184,10
2184,15
2185,22
2187,13
2188,1
2188,13
2189,25
2193,15
2195,13
2199,8
2200,8
2204,3
2206,7
2208,14
2210,9
2211,16
2214,19
2223,7
2223,22
2229,16
2233,6
2236,11
2237,11
2238,11
2242,17
2243,1
2243,17
2244,1
2244,21
2245,13
2247,5
2251,12
2253,2
2253,12
2253,17
2254,8
2254,15
2257,8
2257,23
2258,5
2261,12
2262,14
2262,24
2263,21
2264,15
2266,17
2266,19
2268,18
2269,20
2271,15
2275,11
2277,7
2281,6
2282,15
2283,23
2284,7
2285,19
2285,25
2289,1
2293,3
2294,16
2298,19
2300,5
2301,16
2302,18
2304,22
2306,24
2308,12
2314,10
2316,25
2319,20
2320,9
2320,14
2323,18
2325,17
2329,4
2331,23
2332,19
2334,23
2335,21
2337,11
2341,2
2346,11
2348,5
2348,18
2350,25
2353,21
2354,17
2356,14
2359,22
2361,15
2361,17
2361,21
2362,8
2365,15
2366,4
2368,5
2368,20
2372,3
2372,22
2376,25
2377,19
2378,1
2378,3
2378,11
2379,5
2381,20
2390,21
2391,10
2394,9
2395,12
2405,21
2407,20
2409,22
2411,21
2411,22
2413,26
2414,20
2417,10
2417,24
2422,18
2423,10
2423,26
2425,10
2427,23
2430,18
2434,1
2435,20
2438,23
2441,13
2444,20
2445,8
2446,2
2452,23
2456,6
2456,16
2457,10
2457,16
2459,9
2463,24
2465,14
2466,2
2468,3
2468,12
2471,6
2474,19
2475,26
2476,3
2478,12
2480,16
2482,19
2483,18
2483,19
2484,6
2484,17
2486,6
2495,16
2496,20
2498,26
2499,5
2502,5
2504,3
2505,26
2509,4
2510,4
2519,12
2521,8
2521,15
2527,22
2527,24
2530,18
2535,17
2535,22
2539,1
2539,22
2542,17
2542,25
2544,8
2547,17
2552,16
2553,8
2553,10
2553,22
2558,1
2559,24
2568,20
2571,9
2573,17
2582,5
2586,19
2588,1
2588,3
2593,13
2594,5
2595,14
2596,10
2596,11
2597,20
2598,10
2598,17
2598,20
2599,24
2600,21
2601,11
2602,4
2602,6
2603,8
2604,13
2605,3
2608,8
2608,24
2610,21
2613,10
2616,24
2620,6
2622,17
2622,21
2627,24
2628,10
2630,20
2632,10
2635,13
2638,12
2638,16
2638,25
2639,5
2639,12
2645,16
2649,1
2649,18
2650,5
2652,14
2653,7
2654,4
2657,6
2657,9
2658,9
2661,25
2663,4
2666,3
2672,23
2674,3
2674,11
2674,13
2675,5
2675,16
2675,22
2677,18
2678,20
2679,25
2680,4
2680,9
2683,21
2685,2
2688,24
2691,1
2691,13
2697,16
2699,25
2703,14
2704,12
2705,5
2705,6
2708,21
2710,12
2710,19
2711,15
2711,16
2712,5
2712,15
2713,8
2716,24
2720,13
2724,4
2727,6
2728,9
2728,22
2732,19
2733,14
2734,12
2736,21
2737,22
2740,4
2741,2
2742,16
2743,3
2743,4
2748,15
2749,3
2750,22
2752,23
2757,14
2758,7
2759,26
2760,23
2761,15
2763,5
2763,19
2764,16
2765,13
2765,14
2766,25
2770,8
2770,19
2772,1
2773,2
2774,22
2775,3
2777,9
2778,26
2779,2
2779,16
2781,6
2784,23
2789,7
2790,2
2790,22
2792,18
2793,13
2796,12
2801,8
2805,13
2811,17
2812,24
2813,13
2813,16
2815,17
2817,10
2818,21
2820,8
2821,1
2821,9
2821,24
2823,1
2823,20
2826,10
2838,5
2839,15
2844,1
2848,3
2848,22
2850,6
2852,13
2853,21
2856,11
2859,4
2859,14
2860,13
2862,23
2862,24
2864,1
2869,4
2869,17
2870,4
2876,14
2876,18
2879,9
2879,22
2885,5
2886,1
2886,14
2890,1
2891,11
2895,7
2896,2
2896,17
2897,5
2897,7
2898,15
2900,17
2903,17
2903,20
2905,13
2906,1
2906,3
2909,8
2912,17
2912,20
2914,15
2917,8
2917,17
2918,18
2919,1
2919,24
2922,13
2927,13
2929,14
2935,9
2936,15
2936,17
2941,1
2941,2
2942,21
2943,15
2949,10
2949,16
2952,2
2953,11
2954,18
2955,7
2956,18
2958,5
2958,14
2958,19
2959,5
2960,7
2962,12
2965,7
2969,10
2969,17
2971,1
2973,7
2975,24
2975,26
2976,6
2976,9
2978,9
2978,19
2980,12
2980,23
2982,8
2982,16
2987,6
2992,9
2995,22
2997,6
2998,6
3000,11
3002,9
3002,15
3002,18
3004,9
3004,15
3005,20
3010,21
3011,15
3018,20
3019,23
3025,10
3026,14
3028,15
3029,9
3030,14
3030,20
3031,14
3032,5
3032,7
3033,4
3037,10
3038,19
3038,23
3038,25
3039,24
3040,7
3047,7
3050,22
3053,22
3053,23
3059,17
3060,13
3063,5
3063,25
3065,14
3065,21
3065,26
3066,6
3066,10
3067,4
3070,23
3071,20
3072,20
3074,13
3076,22
3078,15
3078,21
3082,5
3082,12
3083,6
3083,10
3086,1
3086,23
3088,1
3090,2
3090,5
3091,4
3092,5
3092,9
3092,13
3093,7
3094,16
3096,22
3099,20
3102,16
3106,16
3113,8
3117,4
3121,15
3123,11
3124,3
3124,17
3125,17
3127,16
3128,16
3129,12
3131,4
3133,12
3135,17
3140,20
3144,20
3145,16
3145,23
3145,24
3148,13
3149,14
3149,19
3150,13
3150,23
3152,22
3154,26
3155,26
3156,11
3156,15
3158,4
3159,4
3159,12
3161,15
3162,17
3163,18
3164,11
3165,5
3165,18
3165,25
3166,16
3167,14
3168,26
3169,21
3172,3
3173,1
3173,12
3174,4
3174,13
3175,19
3182,14
3186,4
3186,18
3187,17
3188,19
3189,20
3191,10
3191,20
3193,2
3193,7
3195,1
3197,13
3198,22
3200,16
3200,19
3203,26
3205,23
3207,4
3210,17
3210,21
3211,10
3215,19
3215,26
3225,5
3226,11
3226,12
3229,5
3229,22
3230,10
3231,13
3236,7
3240,3
3242,3
3243,26
3245,9
3246,12
3247,10
3250,7
3251,19
3256,21
3257,10
3260,6
3260,7
3261,24
3265,21
3265,22
3268,18
3272,1
3272,16
3272,22
3273,17
3275,1
3281,24
3285,13
3289,26
3292,16
3293,13
3298,24
3298,26
3299,11
3300,24
3304,2
3306,3
3306,6
3310,1
3310,11
3311,6
3314,22
3315,21
3318,9
3321,5
3321,23
3323,15
3324,8
3325,10
3325,22
3339,11
3339,21
3346,8
3354,26
3356,20
3360,1
3360,7
3360,23
3362,15
3363,23
3367,17
3370,1
3371,15
3373,21
3376,3
3376,19
3376,20
3379,19
3380,12
3382,21
3383,17
3384,14
3385,17
3388,10
3389,15
3402,18
3402,19
3402,24
3405,18
3406,1
3407,2
3409,23
3412,3
3412,8
3412,14
3413,13
3417,15
3421,26
3428,24
3432,3
3440,9
3441,1
3445,15
3445,23
3446,7
3446,22
3450,4
3450,9
3454,17
3455,23
3460,9
3460,22
3462,17
3465,16
3466,17
3469,8
3471,9
3475,9
3477,3
3479,8
3479,10
3479,21
3483,17
3489,22
3490,15
3490,21
3492,12
3494,24
3498,13
3499,1
3500,7
3500,19
3501,12
3501,20
3503,9
3506,7
3507,10
3514,14
3521,14
3521,20
3524,22
3525,2
3526,2
3528,25
3529,11
3535,15
3538,6
3539,5
3542,21
3544,18
3547,15
3547,21
3548,3
3549,15
3554,1
3554,2
3555,8
3558,24
3560,20
3562,19
3563,1
3563,2
3565,5
3567,25
3573,11
3573,25
3576,14
3577,24
3579,4
3579,7
3588,19
3590,26
3594,24
3596,9
3597,3
3602,16
3602,17
3602,26
3605,1
3605,22
3606,12
3613,1
3614,7
3617,4
3619,1
3620,7
3620,20
3621,7
3621,9
3622,12
3626,26
3628,25
3629,25
3630,6
3630,14
3630,23
3631,9
3638,19
3638,20
3639,18
3642,21
3642,25
3649,22
3650,5
3650,8
3652,5
3654,5
3654,11
3657,3
3658,2
3662,13
3662,16
3663,17
3664,25
3666,16
3670,14
3676,2
3682,6
3682,15
3684,16
3685,3
3689,11
3692,22
3694,15
3695,16
3696,6
3697,1
3698,11
3699,16
3701,6
3703,4
3703,5
3704,21
3705,24
3706,11
3707,20
3708,13
3709,12
3711,14
3711,23
3713,11
3715,10
3719,20
3720,1
3722,2
3722,17
3723,2
3726,15
3726,23
3729,5
3734,15
3734,16
3734,24
3737,26
3739,25
3745,14
3745,15
3746,1
3747,10
3749,16
3754,14
3757,8
3768,3
3769,21
3770,1
3771,21
3776,4
3779,10
3780,26
3784,14
3786,2
3786,4
3790,7
3792,17
3794,15
3794,21
3795,4
3795,20
3796,25
3797,16
3799,8
3801,18
3802,3
3802,5
3803,5
3803,6
3804,7
3804,15
3807,7
3813,25
3814,22
3815,6
3816,20
3816,23
3817,5
3821,6
3822,7
3823,4
3823,5
3824,19
3825,1
3825,15
3826,13
3829,23
3832,17
3832,22
3835,7
3836,17
3840,22
3841,26
3844,14
3844,15
3845,16
3846,22
3849,2
3849,4
3853,26
3855,7
3855,13
3859,14
3859,21
3860,22
3865,23
3866,2
3867,2
3867,6
3869,12
3869,23
3872,20
3873,7
3874,20
3879,6
3879,21
3879,25
3881,4
3881,11
3882,14
